Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Måned;Trafikkmengde;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall døgn total;Antall døgn inkludert;Antall døgn ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;12844;12292;13396;100,0;30;30;0;1;100,0;Totalt;11632;1211;334;472;139;266;256;10
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;5882;5494;6270;100,0;31;31;0;0;100,0;1;5387;495;121;192;60;121;117;4
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;5953;5699;6207;100,0;31;31;0;0;100,0;2;5462;491;121;188;58;123;118;5
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;5882;5494;6270;100,0;31;31;0;0;100,0;Totalt i retning Fagernes;5387;495;121;192;60;121;117;4
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;5953;5699;6207;100,0;31;31;0;0;100,0;Totalt i retning Tromsø;5462;491;121;188;58;123;118;5
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;11835;11220;12450;100,0;31;31;0;0;100,0;Totalt;10849;986;243;380;118;245;235;10
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;5794;5454;6134;100,0;30;30;0;0;100,0;1;5334;459;112;167;59;121;116;5
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;5822;5570;6074;100,0;30;30;0;0;100,0;2;5367;455;113;163;56;122;117;5
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;5794;5454;6134;100,0;30;30;0;0;100,0;Totalt i retning Fagernes;5334;459;112;167;59;121;116;5
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;5822;5570;6074;100,0;30;30;0;0;100,0;Totalt i retning Tromsø;5367;455;113;163;56;122;117;5
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;11616;11034;12198;100,0;30;30;0;0;100,0;Totalt;10701;914;225;331;115;243;233;10
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;5454;5010;5898;100,0;31;31;0;0;100,0;1;5075;379;88;133;64;94;91;3
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;5438;5048;5828;100,0;31;31;0;1;100,0;2;5059;378;88;131;61;97;93;4
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;5454;5010;5898;100,0;31;31;0;0;100,0;Totalt i retning Fagernes;5075;379;88;133;64;94;91;3
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;5437;5047;5827;100,0;31;31;0;0;100,0;Totalt i retning Tromsø;5059;378;88;131;61;97;93;4
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;10892;10063;11721;100,0;31;31;0;1;100,0;Totalt;10134;758;177;265;125;192;184;8
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5133;4806;5460;100,0;31;31;0;1;100,0;1;4714;419;101;144;70;103;100;3
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5185;4948;5422;100,0;31;31;0;0;100,0;2;4765;420;103;143;68;107;102;5
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5133;4806;5460;100,0;31;31;0;0;100,0;Totalt i retning Fagernes;4714;419;102;144;70;103;100;3
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5185;4948;5422;100,0;31;31;0;0;100,0;Totalt i retning Tromsø;4765;420;103;143;68;107;102;5
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;10318;9760;10876;100,0;31;31;0;1;100,0;Totalt;9479;838;204;287;138;210;202;8
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;5444;5065;5823;100,0;28;28;0;0;100,0;1;4988;456;113;150;82;111;107;4
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;5462;5209;5715;100,0;28;28;0;0;100,0;2;5006;455;113;151;78;114;109;5
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;5445;5066;5824;100,0;28;28;0;1;100,0;Totalt i retning Fagernes;4988;456;113;150;82;111;107;4
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;5462;5209;5715;100,0;28;28;0;1;100,0;Totalt i retning Tromsø;5006;455;113;151;78;114;109;5
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;10906;10283;11529;100,0;28;28;0;0;100,0;Totalt;9994;911;226;301;160;225;216;9
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;5618;5285;5951;100,0;31;31;0;1;100,0;1;5156;462;110;160;79;113;109;4
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;5591;5368;5814;100,0;31;31;0;0;100,0;2;5140;451;106;155;74;116;111;5
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;5618;5285;5951;100,0;31;31;0;0;100,0;Totalt i retning Fagernes;5156;462;110;160;79;113;109;4
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;5591;5368;5814;100,0;31;31;0;0;100,0;Totalt i retning Tromsø;5140;451;106;155;74;116;111;5
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;11209;10680;11738;100,0;31;31;0;1;100,0;Totalt;10296;913;216;314;153;228;219;9
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5372;4874;5870;100,0;30;30;0;0;100,0;1;5000;371;95;131;51;93;89;4
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5395;4976;5814;100,0;30;30;0;0;100,0;2;5019;376;98;133;47;98;93;5
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5372;4874;5870;100,0;30;30;0;1;100,0;Totalt i retning Fagernes;5000;371;95;131;51;93;89;4
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5396;4977;5815;100,0;30;30;0;1;100,0;Totalt i retning Tromsø;5019;376;98;133;47;98;93;5
85147V1201967;HUNGEREN;EV8 S3D1 m1048;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;10767;9923;11611;100,0;30;30;0;0;100,0;Totalt;10019;748;193;265;99;191;182;9
